record_id,department,defect_type,corridor_id,severity,days_overdue,asset_age_years,days_since_last_inspection,previous_failure_count,traffic_density_rank,corridor_utilization_pct,maintenance_duration_mins,weather_risk_factor,failure_risk_probability,failure_risk_class,dataset_type
RS-ML-10916,TMS,BALLAST_DEFICIENCY,CNB-MGS-01,2,0.5,20.1,218,4,3,40.0,120,0.69,0.48,HIGH,RailSync synthetic prototype training data
RS-ML-10917,SMMS,EARTH_LEAKAGE,NDLS-HWH-01,1,0.0,15.9,76,1,2,62.9,60,0.63,0.1844,LOW,RailSync synthetic prototype training data
RS-ML-10918,TMS,SLEEPER_LOOSENING,NDLS-CNB-07,3,4.5,3.1,144,0,5,95.2,60,0.24,0.476,HIGH,RailSync synthetic prototype training data
RS-ML-10919,TMS,DRAINAGE_CLEARANCE,NDLS-HWH-01,2,0.0,20.2,324,1,4,57.5,45,0.54,0.4235,HIGH,RailSync synthetic prototype training data
RS-ML-10920,SMMS,AXLE_COUNTER_RESET,NDLS-HWH-01,3,0.1,28.8,177,4,3,46.6,240,0.43,0.537,HIGH,RailSync synthetic prototype training data
RS-ML-10921,TDMS,FEEDER_BREAKER_TRIP,CNB-MGS-01,1,1.0,4.4,311,5,4,88.9,180,0.43,0.5299,HIGH,RailSync synthetic prototype training data
RS-ML-10922,SMMS,TRACK_CIRCUIT_DROP,CNB-MGS-01,4,14.3,24.5,171,1,1,40.8,240,0.27,0.5353,HIGH,RailSync synthetic prototype training data
RS-ML-10923,SMMS,INTERLOCKING_CIRCUIT_FAULT,HWH-MGS-03,4,3.9,31.9,195,2,1,75.2,45,0.57,0.5575,HIGH,RailSync synthetic prototype training data
RS-ML-10924,TMS,SLEEPER_LOOSENING,CNB-MGS-01,2,0.0,27.1,312,1,1,60.3,240,0.82,0.3375,MEDIUM,RailSync synthetic prototype training data
RS-ML-10925,TDMS,MAST_EARTHING_LOOSE,NDLS-HWH-01,1,0.0,7.3,325,5,4,86.9,240,0.81,0.4803,HIGH,RailSync synthetic prototype training data
RS-ML-10926,TMS,DRAINAGE_CLEARANCE,CNB-MGS-01,2,0.0,36.7,144,1,4,80.9,120,0.74,0.4312,HIGH,RailSync synthetic prototype training data
RS-ML-10927,TDMS,CONTACT_WIRE_WEAR,HWH-MGS-03,3,1.4,29.8,91,3,5,71.5,90,0.33,0.5312,HIGH,RailSync synthetic prototype training data
RS-ML-10928,TMS,LC_FLANGEWAY_CLEAN,NDLS-HWH-01,3,0.8,12.2,257,2,4,60.5,240,0.86,0.5313,HIGH,RailSync synthetic prototype training data
RS-ML-10929,TMS,TRACK_TWIST,NDLS-CNB-07,4,2.7,34.6,331,1,4,76.2,45,0.23,0.5148,HIGH,RailSync synthetic prototype training data
RS-ML-10930,TMS,TURNOUT_WEAR,HWH-MGS-03,3,0.0,6.0,177,1,4,46.1,120,0.6,0.4382,HIGH,RailSync synthetic prototype training data
RS-ML-10931,TMS,WELD_FRACTURE,NDLS-CNB-07,4,0.0,25.5,143,0,2,54.4,90,0.45,0.4004,HIGH,RailSync synthetic prototype training data
RS-ML-10932,TDMS,PANTOGRAPH_ENTANGLEMENT_RISK,NDLS-HWH-01,4,2.8,36.7,316,1,5,51.2,60,0.81,0.5518,HIGH,RailSync synthetic prototype training data
RS-ML-10933,TDMS,MAST_EARTHING_LOOSE,CNB-MGS-01,3,0.0,37.3,137,1,2,58.7,150,0.12,0.3293,MEDIUM,RailSync synthetic prototype training data
RS-ML-10934,SMMS,RELAY_CHATTER,NDLS-CNB-07,3,2.5,22.2,52,7,4,71.3,45,0.78,0.5382,HIGH,RailSync synthetic prototype training data
RS-ML-10935,SMMS,DATA_LOGGER_FAIL,NDLS-CNB-07,2,3.1,22.0,30,1,1,95.8,60,0.07,0.2475,MEDIUM,RailSync synthetic prototype training data
RS-ML-10936,TMS,DRAINAGE_CLEARANCE,NDLS-HWH-01,3,0.0,18.4,78,0,3,73.3,30,0.69,0.3031,MEDIUM,RailSync synthetic prototype training data
RS-ML-10937,TDMS,MAST_EARTHING_LOOSE,NDLS-CNB-07,3,0.0,12.1,359,2,5,86.7,180,0.18,0.5035,HIGH,RailSync synthetic prototype training data
RS-ML-10938,SMMS,EARTH_LEAKAGE,CNB-MGS-01,3,0.0,36.9,30,2,1,85.3,45,0.6,0.3287,MEDIUM,RailSync synthetic prototype training data
RS-ML-10939,SMMS,SIGNAL_LAMP_FUSED,NDLS-CNB-07,3,0.0,1.6,256,2,1,95.3,180,0.77,0.4468,HIGH,RailSync synthetic prototype training data
RS-ML-10940,TMS,USFD_MICRO_CRACK,NDLS-CNB-07,3,7.4,7.4,162,1,4,45.3,120,0.41,0.504,HIGH,RailSync synthetic prototype training data
RS-ML-10941,SMMS,RELAY_CHATTER,HWH-MGS-03,3,0.0,20.1,13,4,5,43.5,150,0.14,0.5286,HIGH,RailSync synthetic prototype training data
RS-ML-10942,TMS,SEJ_GAP_ABNORMAL,NDLS-HWH-01,1,1.6,14.9,17,3,1,95.9,90,0.62,0.2675,MEDIUM,RailSync synthetic prototype training data
RS-ML-10943,TDMS,CANTILEVER_INSULATOR_FLASH,NDLS-CNB-07,2,0.7,22.0,228,2,2,87.6,240,0.08,0.3875,HIGH,RailSync synthetic prototype training data
RS-ML-10944,TMS,SEJ_GAP_ABNORMAL,NDLS-HWH-01,3,3.1,12.2,152,0,2,92.7,240,0.22,0.418,HIGH,RailSync synthetic prototype training data
RS-ML-10945,TMS,USFD_MICRO_CRACK,HWH-MGS-03,3,0.0,35.9,345,1,3,48.3,240,0.22,0.4784,HIGH,RailSync synthetic prototype training data
RS-ML-10946,TMS,FISHPLATE_CRACK,NDLS-HWH-01,4,0.4,35.0,340,2,5,45.3,150,0.87,0.5796,CRITICAL,RailSync synthetic prototype training data
RS-ML-10947,SMMS,DATA_LOGGER_FAIL,NDLS-CNB-07,2,1.8,5.6,104,0,4,44.8,30,0.49,0.2484,MEDIUM,RailSync synthetic prototype training data
RS-ML-10948,TMS,USFD_MICRO_CRACK,HWH-MGS-03,2,2.6,37.7,150,3,1,51.0,45,0.33,0.3631,MEDIUM,RailSync synthetic prototype training data
RS-ML-10949,SMMS,RELAY_CHATTER,NDLS-HWH-01,2,0.0,2.3,158,1,5,43.1,180,0.71,0.3018,MEDIUM,RailSync synthetic prototype training data
RS-ML-10950,SMMS,AXLE_COUNTER_RESET,CNB-MGS-01,3,7.8,2.2,112,0,3,44.3,90,0.5,0.3511,MEDIUM,RailSync synthetic prototype training data
RS-ML-10951,TMS,BALLAST_DEFICIENCY,NDLS-CNB-07,4,0.0,4.9,151,0,3,97.6,180,0.79,0.4459,HIGH,RailSync synthetic prototype training data
RS-ML-10952,TMS,BALLAST_DEFICIENCY,NDLS-HWH-01,1,1.9,23.0,321,2,5,81.5,120,0.23,0.4716,HIGH,RailSync synthetic prototype training data
RS-ML-10953,TMS,LC_FLANGEWAY_CLEAN,NDLS-HWH-01,2,0.0,16.0,145,3,4,54.8,30,0.61,0.399,HIGH,RailSync synthetic prototype training data
RS-ML-10954,TMS,LC_FLANGEWAY_CLEAN,HWH-MGS-03,1,0.0,26.4,39,2,4,43.9,150,0.2,0.2517,MEDIUM,RailSync synthetic prototype training data
RS-ML-10955,SMMS,CABLE_INSULATION_LOW,CNB-MGS-01,2,1.8,11.2,294,0,2,95.6,240,0.23,0.2646,MEDIUM,RailSync synthetic prototype training data
RS-ML-10956,SMMS,POINT_MACHINE_FAILURE,HWH-MGS-03,4,0.0,4.7,22,3,1,54.1,150,0.44,0.4232,HIGH,RailSync synthetic prototype training data
RS-ML-10957,TMS,SEJ_GAP_ABNORMAL,NDLS-CNB-07,3,1.5,27.7,25,1,3,93.9,150,0.47,0.4354,HIGH,RailSync synthetic prototype training data
RS-ML-10958,TDMS,OHE_DROPPER_SNAP,HWH-MGS-03,4,0.0,36.0,261,0,2,59.6,240,0.07,0.3693,MEDIUM,RailSync synthetic prototype training data
RS-ML-10959,SMMS,TRACK_CIRCUIT_DROP,NDLS-CNB-07,1,0.0,36.7,32,0,5,71.3,60,0.7,0.2593,MEDIUM,RailSync synthetic prototype training data
RS-ML-10960,TMS,WELD_FRACTURE,NDLS-CNB-07,5,5.9,26.2,6,1,5,47.0,90,0.74,0.6224,CRITICAL,RailSync synthetic prototype training data
RS-ML-10961,TMS,USFD_MICRO_CRACK,HWH-MGS-03,2,0.0,23.6,233,4,4,75.8,150,0.93,0.5716,CRITICAL,RailSync synthetic prototype training data
RS-ML-10962,SMMS,POWER_SUPPLY_FLUCTUATION,NDLS-CNB-07,2,0.7,33.5,117,0,4,98.4,60,0.38,0.3956,HIGH,RailSync synthetic prototype training data
RS-ML-10963,TMS,USFD_MICRO_CRACK,HWH-MGS-03,3,0.0,20.8,119,7,3,52.2,180,0.43,0.5463,HIGH,RailSync synthetic prototype training data
RS-ML-10964,TMS,LC_FLANGEWAY_CLEAN,HWH-MGS-03,2,0.5,15.1,189,0,5,52.0,90,0.69,0.295,MEDIUM,RailSync synthetic prototype training data
RS-ML-10965,SMMS,EARTH_LEAKAGE,CNB-MGS-01,4,0.0,21.1,212,1,4,48.3,45,0.54,0.4623,HIGH,RailSync synthetic prototype training data
RS-ML-10966,SMMS,EARTH_LEAKAGE,HWH-MGS-03,1,9.7,8.6,285,4,4,50.5,240,0.07,0.53,HIGH,RailSync synthetic prototype training data
RS-ML-10967,TMS,LC_FLANGEWAY_CLEAN,NDLS-CNB-07,3,0.0,22.1,104,0,2,90.8,60,0.74,0.4048,HIGH,RailSync synthetic prototype training data
RS-ML-10968,SMMS,EARTH_LEAKAGE,NDLS-HWH-01,3,7.1,30.0,46,0,3,89.9,150,0.89,0.4154,HIGH,RailSync synthetic prototype training data
RS-ML-10969,TDMS,NEUTRAL_SECTION_ARCING,NDLS-HWH-01,2,1.4,34.6,301,4,2,56.9,45,0.77,0.5404,HIGH,RailSync synthetic prototype training data
RS-ML-10970,TMS,RAIL_CORRUGATION,NDLS-CNB-07,2,3.5,20.5,319,1,3,80.4,90,0.93,0.4638,HIGH,RailSync synthetic prototype training data
RS-ML-10971,TMS,WELD_FRACTURE,NDLS-CNB-07,5,0.0,18.2,247,0,3,94.5,60,0.45,0.5553,HIGH,RailSync synthetic prototype training data
RS-ML-10972,TMS,USFD_MICRO_CRACK,CNB-MGS-01,3,0.0,37.5,192,0,3,79.6,60,0.15,0.48,HIGH,RailSync synthetic prototype training data
RS-ML-10973,TMS,DRAINAGE_CLEARANCE,CNB-MGS-01,2,2.4,30.2,45,1,5,92.1,180,0.94,0.3949,HIGH,RailSync synthetic prototype training data
RS-ML-10974,TMS,GAUGE_CORRECTION,NDLS-CNB-07,2,0.2,37.3,15,1,2,81.0,120,0.45,0.2873,MEDIUM,RailSync synthetic prototype training data
RS-ML-10975,SMMS,POWER_SUPPLY_FLUCTUATION,NDLS-HWH-01,2,1.3,1.7,322,0,2,92.9,180,0.4,0.3303,MEDIUM,RailSync synthetic prototype training data
RS-ML-10976,SMMS,TRACK_CIRCUIT_DROP,HWH-MGS-03,2,0.0,30.6,220,1,3,82.1,90,0.49,0.3829,HIGH,RailSync synthetic prototype training data
RS-ML-10977,TDMS,CANTILEVER_INSULATOR_FLASH,CNB-MGS-01,3,0.4,34.1,14,3,1,50.4,45,0.19,0.4107,HIGH,RailSync synthetic prototype training data
RS-ML-10978,TDMS,CANTILEVER_INSULATOR_FLASH,NDLS-HWH-01,1,0.6,1.0,177,4,4,76.9,150,0.76,0.4244,HIGH,RailSync synthetic prototype training data
RS-ML-10979,SMMS,SIGNAL_LAMP_FUSED,NDLS-HWH-01,1,0.9,27.4,49,0,1,81.9,180,0.34,0.1687,LOW,RailSync synthetic prototype training data
RS-ML-10980,SMMS,POWER_SUPPLY_FLUCTUATION,NDLS-CNB-07,3,3.1,19.1,98,1,1,65.9,30,0.12,0.3678,MEDIUM,RailSync synthetic prototype training data
RS-ML-10981,TDMS,CATENARY_TENSION_LOW,NDLS-HWH-01,3,0.9,3.3,98,3,4,77.2,120,0.59,0.4576,HIGH,RailSync synthetic prototype training data
RS-ML-10982,SMMS,TRACK_CIRCUIT_DROP,NDLS-CNB-07,2,12.1,31.4,126,1,3,56.5,60,0.11,0.4803,HIGH,RailSync synthetic prototype training data
RS-ML-10983,SMMS,EARTH_LEAKAGE,HWH-MGS-03,1,0.3,29.2,231,0,5,85.1,150,0.68,0.3555,MEDIUM,RailSync synthetic prototype training data
RS-ML-10984,SMMS,INTERLOCKING_CIRCUIT_FAULT,CNB-MGS-01,5,2.4,12.5,186,2,4,58.3,90,0.26,0.6228,CRITICAL,RailSync synthetic prototype training data
RS-ML-10985,TMS,USFD_MICRO_CRACK,CNB-MGS-01,4,2.1,32.2,209,1,2,83.2,180,0.43,0.5818,CRITICAL,RailSync synthetic prototype training data
RS-ML-10986,TMS,RAIL_CORRUGATION,CNB-MGS-01,2,0.0,33.1,79,1,2,48.8,60,0.25,0.3109,MEDIUM,RailSync synthetic prototype training data
RS-ML-10987,TMS,SLEEPER_LOOSENING,NDLS-HWH-01,2,0.0,6.4,284,0,5,82.3,180,0.44,0.3908,HIGH,RailSync synthetic prototype training data
RS-ML-10988,TDMS,FEEDER_BREAKER_TRIP,NDLS-HWH-01,2,0.5,4.5,168,2,5,95.2,90,0.42,0.4429,HIGH,RailSync synthetic prototype training data
RS-ML-10989,TMS,DRAINAGE_CLEARANCE,CNB-MGS-01,3,1.5,16.6,65,1,3,87.2,60,0.38,0.4008,HIGH,RailSync synthetic prototype training data
RS-ML-10990,TDMS,CANTILEVER_INSULATOR_FLASH,NDLS-HWH-01,2,8.4,16.1,110,5,3,77.1,240,0.76,0.5462,HIGH,RailSync synthetic prototype training data
RS-ML-10991,TMS,SLEEPER_LOOSENING,NDLS-CNB-07,4,0.0,29.8,296,6,5,75.6,90,0.49,0.729,CRITICAL,RailSync synthetic prototype training data
RS-ML-10992,SMMS,POINT_MACHINE_FAILURE,CNB-MGS-01,4,0.0,4.1,78,2,4,67.1,120,0.11,0.4266,HIGH,RailSync synthetic prototype training data
RS-ML-10993,TDMS,PANTOGRAPH_ENTANGLEMENT_RISK,CNB-MGS-01,5,0.0,2.7,129,0,3,88.3,240,0.56,0.4767,HIGH,RailSync synthetic prototype training data
RS-ML-10994,TDMS,CONTACT_WIRE_WEAR,HWH-MGS-03,4,0.7,23.2,277,0,5,75.4,120,0.71,0.5221,HIGH,RailSync synthetic prototype training data
RS-ML-10995,TDMS,NEUTRAL_SECTION_ARCING,NDLS-CNB-07,3,0.0,16.4,8,0,3,41.5,180,0.12,0.2023,LOW,RailSync synthetic prototype training data
RS-ML-10996,SMMS,AXLE_COUNTER_RESET,HWH-MGS-03,3,0.0,21.3,307,1,3,66.7,90,0.69,0.4307,HIGH,RailSync synthetic prototype training data
RS-ML-10997,TMS,WELD_FRACTURE,NDLS-HWH-01,3,0.0,12.7,247,1,4,72.2,180,0.63,0.4847,HIGH,RailSync synthetic prototype training data
RS-ML-10998,TMS,FISHPLATE_CRACK,NDLS-HWH-01,3,4.5,12.7,294,0,2,69.1,45,0.18,0.4462,HIGH,RailSync synthetic prototype training data
RS-ML-10999,SMMS,INTERLOCKING_CIRCUIT_FAULT,CNB-MGS-01,5,0.0,13.2,214,0,4,71.9,180,0.63,0.5476,HIGH,RailSync synthetic prototype training data
RS-ML-11000,TMS,RAIL_CORRUGATION,NDLS-HWH-01,3,0.9,17.3,62,3,1,77.7,30,0.1,0.4187,HIGH,RailSync synthetic prototype training data
RS-ML-11001,TMS,SLEEPER_LOOSENING,NDLS-CNB-07,4,0.0,36.3,73,1,4,41.1,120,0.49,0.4346,HIGH,RailSync synthetic prototype training data
RS-ML-11002,SMMS,CABLE_INSULATION_LOW,NDLS-HWH-01,1,1.5,22.6,109,0,1,74.0,150,0.51,0.2059,LOW,RailSync synthetic prototype training data
RS-ML-11003,TMS,WELD_FRACTURE,CNB-MGS-01,4,0.0,14.5,201,0,5,55.0,90,0.34,0.4491,HIGH,RailSync synthetic prototype training data
RS-ML-11004,TMS,TRACK_TWIST,CNB-MGS-01,4,0.8,17.2,336,2,1,42.4,45,0.72,0.5293,HIGH,RailSync synthetic prototype training data
RS-ML-11005,SMMS,TRACK_CIRCUIT_DROP,NDLS-CNB-07,3,0.9,31.2,187,1,3,52.7,30,0.33,0.399,HIGH,RailSync synthetic prototype training data
RS-ML-11006,TMS,RAIL_CORRUGATION,CNB-MGS-01,1,1.7,36.0,201,2,2,93.9,240,0.55,0.3793,MEDIUM,RailSync synthetic prototype training data
RS-ML-11007,TDMS,CATENARY_TENSION_LOW,NDLS-HWH-01,3,10.3,33.7,18,2,1,57.8,180,0.71,0.5529,HIGH,RailSync synthetic prototype training data
RS-ML-11008,TDMS,CANTILEVER_INSULATOR_FLASH,NDLS-HWH-01,2,0.0,24.7,219,2,3,64.4,30,0.32,0.4006,HIGH,RailSync synthetic prototype training data
RS-ML-11009,TMS,USFD_MICRO_CRACK,NDLS-CNB-07,1,9.4,24.4,352,3,2,40.8,45,0.7,0.5005,HIGH,RailSync synthetic prototype training data
RS-ML-11010,SMMS,EARTH_LEAKAGE,CNB-MGS-01,2,0.8,26.9,248,0,4,79.7,30,0.08,0.332,MEDIUM,RailSync synthetic prototype training data
RS-ML-11011,TMS,WELD_FRACTURE,NDLS-HWH-01,5,0.8,36.5,146,2,3,41.4,120,0.92,0.6201,CRITICAL,RailSync synthetic prototype training data
RS-ML-11012,TMS,LC_FLANGEWAY_CLEAN,HWH-MGS-03,3,2.0,37.8,25,4,4,86.3,30,0.31,0.5717,CRITICAL,RailSync synthetic prototype training data
RS-ML-11013,TDMS,ISOLATOR_SWITCH_JAM,NDLS-CNB-07,2,0.0,34.3,285,1,3,63.8,180,0.38,0.3858,HIGH,RailSync synthetic prototype training data
RS-ML-11014,TDMS,NEUTRAL_SECTION_ARCING,NDLS-CNB-07,3,11.4,28.7,256,2,1,75.2,60,0.35,0.5639,CRITICAL,RailSync synthetic prototype training data
RS-ML-11015,TDMS,PANTOGRAPH_ENTANGLEMENT_RISK,NDLS-HWH-01,4,0.0,34.9,323,0,2,89.8,60,0.93,0.521,HIGH,RailSync synthetic prototype training data
RS-ML-11016,TDMS,MAST_EARTHING_LOOSE,NDLS-HWH-01,3,3.0,33.5,259,1,3,94.7,60,0.72,0.4999,HIGH,RailSync synthetic prototype training data
RS-ML-11017,SMMS,RELAY_CHATTER,CNB-MGS-01,2,0.0,15.3,339,3,3,83.9,45,0.25,0.4022,HIGH,RailSync synthetic prototype training data
RS-ML-11018,SMMS,AXLE_COUNTER_RESET,NDLS-CNB-07,3,8.7,34.0,261,3,3,54.1,180,0.32,0.6353,CRITICAL,RailSync synthetic prototype training data
RS-ML-11019,TDMS,CATENARY_TENSION_LOW,NDLS-HWH-01,1,0.3,11.6,109,0,3,66.5,45,0.43,0.2222,MEDIUM,RailSync synthetic prototype training data
RS-ML-11020,TMS,BALLAST_DEFICIENCY,NDLS-HWH-01,3,0.0,11.8,201,1,5,74.5,240,0.62,0.4431,HIGH,RailSync synthetic prototype training data
RS-ML-11021,TDMS,FEEDER_BREAKER_TRIP,CNB-MGS-01,2,0.0,10.1,245,4,5,85.0,180,0.67,0.5111,HIGH,RailSync synthetic prototype training data
RS-ML-11022,SMMS,RELAY_CHATTER,HWH-MGS-03,4,0.0,14.7,252,3,3,71.8,45,0.27,0.5892,CRITICAL,RailSync synthetic prototype training data
RS-ML-11023,TMS,BALLAST_DEFICIENCY,CNB-MGS-01,1,4.3,37.4,20,0,4,52.7,180,0.14,0.2047,LOW,RailSync synthetic prototype training data
RS-ML-11024,SMMS,EARTH_LEAKAGE,NDLS-HWH-01,4,0.0,17.2,260,0,5,62.7,30,0.28,0.5099,HIGH,RailSync synthetic prototype training data
RS-ML-11025,TMS,USFD_MICRO_CRACK,CNB-MGS-01,3,0.0,2.0,310,0,2,96.7,45,0.23,0.4151,HIGH,RailSync synthetic prototype training data
RS-ML-11026,SMMS,POINT_MACHINE_FAILURE,HWH-MGS-03,5,0.0,30.8,93,3,2,53.1,240,0.26,0.4973,HIGH,RailSync synthetic prototype training data
RS-ML-11027,TDMS,CANTILEVER_INSULATOR_FLASH,NDLS-CNB-07,1,1.6,28.3,312,1,4,41.2,150,0.62,0.344,MEDIUM,RailSync synthetic prototype training data
RS-ML-11028,TMS,USFD_MICRO_CRACK,NDLS-HWH-01,2,0.0,21.4,219,0,3,67.8,90,0.87,0.3734,MEDIUM,RailSync synthetic prototype training data
RS-ML-11029,TMS,TURNOUT_WEAR,NDLS-CNB-07,3,0.0,17.2,282,1,1,96.8,60,0.57,0.4361,HIGH,RailSync synthetic prototype training data
RS-ML-11030,TMS,WELD_FRACTURE,NDLS-CNB-07,4,0.0,11.8,203,0,1,46.6,120,0.58,0.4586,HIGH,RailSync synthetic prototype training data
RS-ML-11031,TMS,SLEEPER_LOOSENING,HWH-MGS-03,3,0.0,7.6,246,1,2,62.7,45,0.18,0.4046,HIGH,RailSync synthetic prototype training data
RS-ML-11032,TMS,SEJ_GAP_ABNORMAL,NDLS-CNB-07,3,0.0,3.0,265,7,2,54.5,180,0.81,0.5649,CRITICAL,RailSync synthetic prototype training data
RS-ML-11033,TMS,WELD_FRACTURE,HWH-MGS-03,3,9.3,12.5,205,0,4,66.3,90,0.72,0.5564,HIGH,RailSync synthetic prototype training data
RS-ML-11034,TMS,TURNOUT_WEAR,HWH-MGS-03,3,2.4,28.8,83,0,1,65.3,30,0.43,0.2918,MEDIUM,RailSync synthetic prototype training data
RS-ML-11035,TDMS,OHE_DROPPER_SNAP,CNB-MGS-01,4,1.3,11.0,335,3,5,75.4,120,0.82,0.6242,CRITICAL,RailSync synthetic prototype training data
RS-ML-11036,SMMS,POWER_SUPPLY_FLUCTUATION,HWH-MGS-03,3,3.3,32.0,304,2,5,48.0,150,0.13,0.5095,HIGH,RailSync synthetic prototype training data
RS-ML-11037,SMMS,INTERLOCKING_CIRCUIT_FAULT,CNB-MGS-01,4,0.0,35.5,150,1,3,93.1,90,0.36,0.4973,HIGH,RailSync synthetic prototype training data
RS-ML-11038,TMS,FISHPLATE_CRACK,HWH-MGS-03,2,7.7,22.9,345,2,2,86.9,120,0.22,0.502,HIGH,RailSync synthetic prototype training data
RS-ML-11039,SMMS,SIGNAL_LAMP_FUSED,HWH-MGS-03,2,0.0,7.0,152,2,3,50.7,240,0.39,0.2864,MEDIUM,RailSync synthetic prototype training data
RS-ML-11040,TMS,LC_FLANGEWAY_CLEAN,CNB-MGS-01,4,1.0,17.7,177,0,4,87.6,180,0.05,0.5048,HIGH,RailSync synthetic prototype training data
RS-ML-11041,TDMS,FEEDER_BREAKER_TRIP,CNB-MGS-01,2,14.0,16.3,139,0,5,46.3,180,0.4,0.5261,HIGH,RailSync synthetic prototype training data
RS-ML-11042,TMS,RAIL_CORRUGATION,NDLS-HWH-01,2,0.0,30.5,30,0,1,72.1,120,0.16,0.249,MEDIUM,RailSync synthetic prototype training data
RS-ML-11043,TMS,WELD_FRACTURE,NDLS-HWH-01,3,0.0,13.2,322,2,2,53.5,120,0.89,0.5025,HIGH,RailSync synthetic prototype training data
RS-ML-11044,TMS,SLEEPER_LOOSENING,NDLS-CNB-07,1,1.7,22.4,115,0,5,76.1,60,0.13,0.275,MEDIUM,RailSync synthetic prototype training data
RS-ML-11045,TMS,USFD_MICRO_CRACK,NDLS-HWH-01,1,7.8,32.2,116,0,2,56.3,30,0.26,0.2148,LOW,RailSync synthetic prototype training data
RS-ML-11046,TMS,TURNOUT_WEAR,HWH-MGS-03,2,0.6,9.2,44,1,4,89.8,180,0.07,0.3114,MEDIUM,RailSync synthetic prototype training data
RS-ML-11047,SMMS,CABLE_INSULATION_LOW,CNB-MGS-01,2,0.8,19.2,318,1,2,81.2,180,0.2,0.3402,MEDIUM,RailSync synthetic prototype training data
RS-ML-11048,TMS,SLEEPER_LOOSENING,CNB-MGS-01,2,0.0,10.8,151,4,4,96.2,90,0.63,0.5552,HIGH,RailSync synthetic prototype training data
RS-ML-11049,TMS,TURNOUT_WEAR,CNB-MGS-01,2,0.3,1.3,226,2,3,60.4,120,0.38,0.4116,HIGH,RailSync synthetic prototype training data
RS-ML-11050,TDMS,FEEDER_BREAKER_TRIP,NDLS-CNB-07,1,0.8,32.5,333,1,1,97.3,150,0.09,0.299,MEDIUM,RailSync synthetic prototype training data
RS-ML-11051,TMS,TURNOUT_WEAR,NDLS-HWH-01,2,0.0,20.2,133,1,4,56.3,60,0.26,0.3826,HIGH,RailSync synthetic prototype training data
RS-ML-11052,TMS,SEJ_GAP_ABNORMAL,NDLS-HWH-01,1,7.2,4.0,29,1,2,56.9,240,0.9,0.3014,MEDIUM,RailSync synthetic prototype training data
RS-ML-11053,TDMS,CATENARY_TENSION_LOW,NDLS-HWH-01,1,2.8,4.3,94,1,3,82.3,60,0.53,0.2437,MEDIUM,RailSync synthetic prototype training data
RS-ML-11054,TMS,WELD_FRACTURE,CNB-MGS-01,5,7.9,29.2,265,3,4,47.9,30,0.47,0.7922,CRITICAL,RailSync synthetic prototype training data
RS-ML-11055,SMMS,RELAY_CHATTER,CNB-MGS-01,2,0.0,17.6,59,2,5,84.1,45,0.93,0.3788,MEDIUM,RailSync synthetic prototype training data
RS-ML-11056,TMS,GAUGE_CORRECTION,HWH-MGS-03,2,7.7,18.9,205,1,4,96.3,150,0.76,0.4839,HIGH,RailSync synthetic prototype training data
RS-ML-11057,TMS,GAUGE_CORRECTION,HWH-MGS-03,1,0.0,32.7,67,3,5,98.2,120,0.15,0.3633,MEDIUM,RailSync synthetic prototype training data
RS-ML-11058,TDMS,MAST_EARTHING_LOOSE,HWH-MGS-03,2,0.0,1.4,252,0,4,85.3,60,0.45,0.2919,MEDIUM,RailSync synthetic prototype training data
RS-ML-11059,TMS,GAUGE_CORRECTION,HWH-MGS-03,1,0.0,1.1,119,4,4,67.3,240,0.38,0.35,MEDIUM,RailSync synthetic prototype training data
RS-ML-11060,TMS,RAIL_CORRUGATION,HWH-MGS-03,4,1.2,9.7,77,4,1,60.5,180,0.85,0.5425,HIGH,RailSync synthetic prototype training data
RS-ML-11061,TMS,SEJ_GAP_ABNORMAL,HWH-MGS-03,1,0.0,37.3,248,0,3,93.9,60,0.06,0.3048,MEDIUM,RailSync synthetic prototype training data
RS-ML-11062,TMS,LC_FLANGEWAY_CLEAN,CNB-MGS-01,1,0.0,19.6,325,1,4,59.5,240,0.36,0.3187,MEDIUM,RailSync synthetic prototype training data
RS-ML-11063,TDMS,CANTILEVER_INSULATOR_FLASH,HWH-MGS-03,3,4.6,16.8,266,0,5,69.6,60,0.89,0.5297,HIGH,RailSync synthetic prototype training data
RS-ML-11064,TMS,DRAINAGE_CLEARANCE,HWH-MGS-03,3,0.3,24.3,76,0,4,56.1,90,0.09,0.3086,MEDIUM,RailSync synthetic prototype training data
RS-ML-11065,TMS,TURNOUT_WEAR,NDLS-CNB-07,2,16.3,31.5,80,1,2,40.0,45,0.2,0.5146,HIGH,RailSync synthetic prototype training data
RS-ML-11066,TMS,LC_FLANGEWAY_CLEAN,HWH-MGS-03,3,0.3,8.7,87,5,4,87.5,150,0.61,0.6342,CRITICAL,RailSync synthetic prototype training data
RS-ML-11067,TDMS,NEUTRAL_SECTION_ARCING,CNB-MGS-01,3,3.1,12.7,82,2,3,87.2,90,0.25,0.4189,HIGH,RailSync synthetic prototype training data
RS-ML-11068,TMS,USFD_MICRO_CRACK,CNB-MGS-01,2,0.2,19.6,258,6,5,57.6,120,0.15,0.5799,CRITICAL,RailSync synthetic prototype training data
RS-ML-11069,TDMS,CATENARY_TENSION_LOW,HWH-MGS-03,4,0.0,35.2,360,1,4,64.5,150,0.32,0.5366,HIGH,RailSync synthetic prototype training data
